"tags","year_appeared","total_count"
"brush","2008",155
"brute-force","2008",238
"bs4","2013",150
"bsd","2008",208
"bson","2010",427
"bubble-chart","2011",127
"bubble-sort","2008",289
"bucket","2009",151
"buddypress","2009",240
"buffer","2008",1918
"buffer-overflow","2008",315
"bufferedimage","2008",661
"bufferedreader","2009",811
"bufferedwriter","2009",181
"buffering","2008",199
"bug-tracking","2008",329
"bugzilla","2008",247
"build","2008",7447
"build-automation","2008",1035
"build-error","2008",171
"build-process","2008",1458
"build.gradle","2012",2267
"build.xml","2009",147
"builder","2008",444
"building","2009",124
"buildout","2008",234
"buildozer","2015",112
"buildpath","2009",140
"buildroot","2009",172
"built-in","2008",367
"bukkit","2011",390
"bulk","2008",264
"bulkinsert","2008",824
"bulma","2017",90
"bundle","2008",1882
"bundler","2009",1788
"bundling-and-minification","2012",604
"burn","2010",269
"business-intelligence","2008",642
"business-logic","2008",328
"business-objects","2008",360
"business-rules","2008",177
"busybox","2010",192
"butterknife","2013",230
"button","2008",9770
"buttonclick","2009",275
"bxslider","2011",363
"byte","2008",1830
"byte-buddy","2014",134
"byte-order-mark","2008",228
"bytearray","2008",1582
"bytebuffer","2008",270
"bytecode","2008",770
"c","2008",96954
"c-preprocessor","2008",2135
"c-strings","2008",347
"c#","2008",549189
"c#-2.0","2008",824
"c#-3.0","2008",1571
"c#-4.0","2008",11378
"c#-5.0","2010",419
"c#-6.0","2012",381
"c#-7.0","2016",195
"c++","2008",213936
"c++-cli","2008",2285
"c++-cx","2011",312
"c++-standard-library","2008",287
"c++03","2008",305
"c++11","2008",19409
"c++14","2010",2420
"c++17","2008",1119
"c++98","2009",176
"c++builder","2008",1005
"c11","2010",248
"c3.js","2014",364
"c3p0","2009",459
"c89","2008",215
"c99","2008",702
"ca","2008",177
"caanimation","2010",181
"cabal","2008",697
"cabasicanimation","2009",209
"cache-control","2008",480
"caching","2008",14678
"cad","2008",167
"caesar-cipher","2012",97
"caffe","2014",779
"cagradientlayer","2011",158
"cairo","2009",400
"cakephp","2008",14041
"cakephp-1.3","2009",1102
"cakephp-2.0","2010",1972
"cakephp-2.1","2012",482
"cakephp-2.3","2012",510
"cakephp-2.4","2013",205
"cakephp-3.0","2011",1868
"cakephp-3.x","2015",367
"cakephp-appmodel","2009",239
"calabash","2012",266
"calayer","2009",1213
"calc","2008",111
"calculated-columns","2008",473
"calculated-field","2009",138
"calculation","2016",112
"calculator","2009",820
"calculus","2009",113
"calendar","2008",4548
"caliburn.micro","2010",850
"call","2008",1343
"callable","2008",196
"callback","2008",5713
"calling-convention","2008",186
"callkit","2016",158
"calloc","2009",123
"callstack","2008",342
"camera","2008",4574
"camera-calibration","2010",294
"caml","2008",240
"camunda","2013",217
"can-bus","2010",27
"cancan","2010",703
"cancancan","2014",165
"cancellation","2010",222
"canonical-link","2009",138
"canopy","2012",144
"canvas","2008",11227
"canvasjs","2013",115
"capistrano","2008",1887
"capistrano3","2013",441
"captcha","2008",938
"caption","2008",162
"capture","2008",427
"capybara","2010",2498
"capybara-webkit","2011",249
"cardlayout","2008",153
"cardview","2015",127
"caret","2008",306
"carousel","2010",1551
"carriage-return","2009",254
"carrierwave","2010",1346
"cart","2008",720
"cartesian-product","2008",175
"carthage","2015",171
"cas","2008",605
"cascade","2008",482
"cascading-deletes","2009",232
"cascadingdropdown","2009",170
"case","2008",1662
"case-class","2009",232
"case-insensitive","2008",418
"case-sensitive","2008",481
"case-statement","2008",125
"case-when","2009",128
"cashapelayer","2009",319
"casperjs","2012",956
"cassandra","2009",6051
"cassandra-2.0","2013",545
"cassandra-2.1","2015",159
"cassandra-3.0","2014",361
"casting","2008",6533
"castle","2008",187
"castle-activerecord","2008",317
"castle-windsor","2008",1563
"cat","2009",320
"catalog","2008",174
"catalyst","2008",268
"categorical-data","2010",210
"categories","2009",632
"catel","2013",136
"cck","2008",226
"ccsprite","2010",195
"cd","2008",197
"cdata","2008",366
"cdi","2010",1451
"cdn","2008",1014
"cefsharp","2012",294
"celery","2009",2488
"celery-task","2010",179
"cell","2008",1134
"cell-array","2009",235
"cells","2008",268
"center","2008",861
"centering","2008",624
"centos","2008",3937
"centos6","2011",573
"centos7","2014",1021
"certificate","2008",2925
"cesium","2012",190
"cfc","2008",195
"cfml","2008",278
"cgaffinetransform","2009",341
"cgal","2008",198
"cgcontext","2009",430
"cgi","2008",1850
"cgimage","2009",214
"cgo","2012",177
"cgpath","2009",180
"cgpoint","2009",172
"cgrect","2011",265
"cgridview","2011",191
"chai","2012",877
"chain","2010",145
"chaining","2009",331
"change-password","2009",143
"channel","2009",452
"char","2008",2943
"character","2008",1748
"character-encoding","2008",5840
"charles-proxy","2016",24
"chart.js","2013",1892
"chart.js2","2016",121
"charts","2008",7931
"chat","2008",1840
"chatbot","2008",507
"check-constraints","2008",163
"checkbox","2008",8919
"checkboxlist","2008",387
"checked","2009",238
"checkedlistbox","2008",154
"checkin","2008",157
"checkout","2008",557
"checkstyle","2008",516
"checksum","2008",527
"cheerio","2013",286
"chef","2009",2426
"chef-recipe","2011",425
"chef-solo","2013",227
"cherrypy","2008",558
"chess","2008",247
"chi-squared","2010",80
"child-process","2009",526
"children","2008",456
"chm","2008",223
"chmod","2008",441
"chocolatey","2011",174
"choice","2008",138
"chrome-web-store","2011",150
"chromecast","2013",730
"chromium","2009",889
"chromium-embedded","2010",317
"chrono","2011",195
"chunked-encoding","2008",170
"chunks","2008",159
"cifilter","2012",143
"cil","2008",453
"cin","2008",407
"circleci","2013",419
"circular-buffer","2008",134
"circular-dependency","2008",458
"circular-reference","2009",248
"cisco","2008",225
"citrix","2008",269
"cjk","2008",287
"ckan","2011",187
"ckeditor","2009",3426
"ckeditor4.x","2015",188
"ckfinder","2010",154
"claims-based-identity","2009",658
"clang","2008",2749
"clang++","2011",482
"class","2008",19869
"class-design","2008",573
"class-diagram","2008",390
"class-library","2008",411
"class-method","2008",316
"class-variables","2008",153
"classcastexception","2008",564
"classification","2008",1494
"classloader","2008",1610
"classname","2008",148
"classnotfoundexception","2009",703
"classpath","2008",1831
"clean-urls","2008",155
"clear","2009",503
"clearcase","2008",857
"clearcase-ucm","2009",114
"clearinterval","2011",141
"click","2008",2810
"clickable","2009",190
"clickonce","2008",1584
"client","2008",2087
"client-certificates","2008",350
"client-server","2008",2192
"client-side","2008",983
"client-side-validation","2008",238
"clion","2014",518
"clip","2009",194
"clipboard","2008",1243
"clipping","2009",236
"clips","2009",144
"clisp","2008",156
"cllocation","2009",294
"cllocationmanager","2009",1108
"clob","2008",315
"clock","2008",486
"clojure","2008",7524
"clojurescript","2011",816
"clone","2008",1467
"closedxml","2011",157
"closest","2009",139
"closures","2008",3192
"cloud","2008",2331
"cloud-code","2014",423
"cloud-hosting","2009",196
"cloud9-ide","2011",453
"cloudant","2011",387
"cloudbees","2011",350
"cloudera","2010",858
"cloudera-cdh","2014",382
"cloudera-manager","2012",161
"cloudflare","2010",509
"cloudfoundry","2010",869
"cloudinary","2012",323
"cloudkit","2014",668
"clpfd","2009",155
"clr","2008",1793
"cluster-analysis","2008",1191
"cluster-computing","2008",1593
"clustered-index","2008",207
"cmake","2008",5756
"cmd","2008",6162
"cmdlets","2008",155
"cmis","2010",202
"cmusphinx","2008",221
"cname","2008",283
"cntk","2016",165
"coalesce","2008",243
"cobertura","2008",280
"cobol","2008",402
"cocoa","2008",18967
"cocoa-bindings","2008",537
"cocoa-touch","2008",17487
"cocoapods","2011",3111
"cocoon-gem","2011",203
"cocos2d-android","2010",177
"cocos2d-iphone","2009",4406
"cocos2d-js","2014",132
"cocos2d-x","2010",1541
"cocos2d-x-3.0","2013",346
"codable","2017",206
"code-access-security","2008",189
"code-analysis","2008",943
"code-behind","2008",846
"code-cleanup","2008",193
"code-completion","2008",341
"code-contracts","2008",402
"code-coverage","2008",1829
"code-duplication","2008",247
"code-first","2009",1113
"code-formatting","2008",744
"code-generation","2008",1708
"code-injection","2008",735
"code-organization","2008",286
"code-reuse","2008",428
"code-signing","2008",1033
"code-signing-certificate","2009",148
"code-snippets","2008",656
"codeblocks","2008",1018
"codec","2008",451
"codeception","2013",586
"coded-ui-tests","2009",638
"codedom","2008",287
"codeigniter","2008",25903
"codeigniter-2","2010",1442
"codeigniter-3","2012",1498
"codeigniter-url","2010",203
"codemirror","2010",408
"codenameone","2012",1162
"codepages","2008",149
"codesign","2009",186
"coding-style","2008",4093
"coffeescript","2010",5030
"cognos","2008",325
"cognos-10","2013",106
"coinbase-api","2014",119
"coldfusion","2008",5459
"coldfusion-10","2012",375
"coldfusion-11","2014",171
"coldfusion-8","2008",303
"coldfusion-9","2009",754
"collaboration","2008",251
"collada","2009",143
"collapse","2009",481
"collation","2008",703
"collections","2008",8430
"collectionview","2010",260
"collectionviewsource","2009",169
"collectors","2014",132
"collision","2009",637
"collision-detection","2008",1206
"color-picker","2008",313
"color-scheme","2008",355
"color-space","2008",138
"colorbar","2010",182
"colorbox","2009",714
"colormap","2011",115
"colors","2008",5917
"com","2008",5199
"com-interop","2008",810
"com+","2008",203
"combinations","2008",1219
"combinatorics","2008",600
"combobox","2008",5808
"comet","2008",513
"comma","2010",353
"command","2008",2498
"command-line","2008",7760
"command-line-arguments","2008",1385
"command-line-interface","2008",2395
"command-prompt","2008",1128
"commandbutton","2010",148
"comments","2008",2187
"commit","2008",1148
"common-lisp","2008",1862
"common-table-expression","2008",1016
"commonjs","2009",461
"commonsware-cwac","2011",176
"communication","2008",781
"compact-framework","2008",1830
"comparable","2009",321
"comparator","2009",684
"compare","2008",2321
"compareto","2008",178
"comparison","2008",2706
"comparison-operators","2009",209
"compass","2012",284
"compass-sass","2009",1091
"compatibility","2008",1218
"compilation","2008",5351
"compile-time","2009",289
"compiler-construction","2008",4820
"compiler-errors","2008",5194
"compiler-flags","2008",151
"compiler-optimization","2008",878
"compiler-warnings","2008",1040
"completable-future","2014",194
"completionhandler","2011",137
"complex-event-processing","2009",40
"complex-numbers","2009",330
"complexity-theory","2008",905
"complextype","2010",149
"compojure","2009",212
"components","2008",2785
"composer-php","2012",3780
"composite","2008",332
"composite-component","2010",373
"composite-key","2008",299
"composite-primary-key","2009",306
"composition","2008",568
"compression","2008",2872
"computation-theory","2010",124
"computational-geometry","2008",778
"computer-architecture","2009",244
"computer-science","2008",1089
"computer-vision","2008",2819
"concat","2008",603
"concatenation","2008",1967
"concrete5","2009",235
"concurrency","2008",7259
"concurrent.futures","2011",122
"concurrenthashmap","2008",215
"concurrentmodification","2009",183
"conda","2013",672
"condition-variable","2008",166
"conditional","2008",2246
"conditional-compilation","2008",307
"conditional-formatting","2008",352
"conditional-operator","2008",333
"conditional-statements","2008",501
"confidence-interval","2010",138
"config","2008",1676
"configparser","2008",178
"configuration","2008",7363
"configuration-files","2008",982
"configuration-management","2008",222
"configurationmanager","2008",254
"configure","2008",489
"confirm","2009",245
"confirmation","2008",154
"conflict","2008",573
"confluence","2008",434
"confluent","2016",102
"confusion-matrix","2011",126
"connect","2008",727
"connection","2008",2730
"connection-pooling","2008",1214
"connection-string","2008",1736
"connection-timeout","2009",235
"connectivity","2008",240
"connector","2008",186
"consistency","2008",151
"console","2008",4310
"console-application","2008",2190
"console.log","2010",440
"const","2008",1909
"constants","2008",1639
"constexpr","2011",607
"constraint-programming","2008",159
"constraints","2008",2485
"constructor","2008",5995
"consul","2014",291
"consumer","2009",90
"contact","2009",483
"contact-form","2010",457
"contact-form-7","2010",423
"contacts","2009",965
"contactscontract","2010",276
"containers","2008",2181
"contains","2008",763
"content-disposition","2008",147
"content-management-system","2008",2948
"content-script","2010",181
"content-security-policy","2010",428
"content-type","2008",961
"contenteditable","2008",916
"context-free-grammar","2009",351
"contextmanager","2009",138
"contextmenu","2008",1616
"contiki","2012",165
"continuations","2008",231
"continue","2008",183
"continuous-delivery","2011",161
"continuous-deployment","2010",683
"continuous-integration","2008",4677
"contour","2008",395
"contravariance","2008",213
"control-flow","2008",224
"controller","2008",5462
"controllers","2009",379
"controls","2008",3227
"controltemplate","2008",524
"conv-neural-network","2014",815
"convention","2008",177
"conventions","2008",517
"converter","2008",1601
"converters","2008",23
"convex-hull","2009",119
"convolution","2009",470
"conways-game-of-life","2010",126
"cookbook","2011",163
"cookies","2008",11107
"coordinate","2010",110
"coordinate-systems","2009",301
"coordinate-transformation","2009",184
"coordinates","2008",1570
"copy","2008",2753
"copy-constructor","2008",687
"copy-paste","2008",934
"coq","2009",589
"corba","2008",286
"corda","2017",304
"cordova","2009",24779
"cordova-3","2013",327
"cordova-plugins","2013",2076
"core","2009",646
"core-animation","2008",2008
"core-audio","2008",1097
"core-bluetooth","2011",824
"core-data","2008",12094
"core-data-migration","2009",252
"core-foundation","2008",334
"core-graphics","2008",2164
"core-image","2009",426
"core-location","2009",1200
"core-motion","2011",279
"core-plot","2009",896
"core-text","2010",405
"coredump","2008",280
"coreml","2017",116
"coreos","2013",292
"corona","2011",946
"coroutine","2008",411
"corpus","2008",184
"correlated-subquery","2009",182
"correlation","2010",518
"corrupt","2008",132
"corruption","2008",307
"cors","2009",4379
"cortex-m","2011",163
"cortex-m3","2008",142
"cosine-similarity","2011",149
"couchbase","2011",1324
"couchbase-lite","2013",205
"couchdb","2008",2601
"count","2008",4445
"countdown","2009",505
"countdowntimer","2010",430
"counter","2008",1040
"countif","2010",174
"counting","2008",272
"country","2008",155
"cout","2008",418
"covariance","2008",662
"cp","2009",212
"cpan","2008",478
"cpanel","2009",1320
"cplex","2008",232
"cpu","2008",1205
"cpu-architecture","2008",566
"cpu-cache","2009",195
"cpu-registers","2008",374
"cpu-usage","2008",900
"cpython","2008",353
"cq5","2011",1040
"cql","2008",712
"cql3","2012",326
"cqlsh","2013",279
"cqrs","2010",644
